ParticipantNumber,Vest,7,9,trial_name,trial_number,key_pressed,correctness,RT,question,picture,type,key1,key2,expected,QUD,pitch,startDate,startTime,experiment_id,Unnamed: 18
3,True,green or low pitch,red or high pitch,forced_choice_sound,6,9,incorrect,810,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,672,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,8,9,correct,531,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,1611,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,863,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,11,7,incorrect,854,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,12,7,correct,624,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,13,9,incorrect,766,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,14,7,incorrect,811,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,15,7,incorrect,720,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,16,7,correct,719,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,17,9,incorrect,762,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,18,9,correct,623,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,622,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,True,green or low pitch,red or high pitch,forced_choice_sound,20,7,incorrect,719,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 13:52:16 GMT+0100 (Mitteleuropäische Normalzeit),1678193536695,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,pauseScreen,1,7,incorrect,2101,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,626,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,2,9,correct,574,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,3,9,incorrect,1751,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,4,9,incorrect,3260,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,1610,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,6,9,correct,862,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,7,9,correct,903,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,8,9,correct,1002,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,1094,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,10,9,correct,909,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,905,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,12,9,correct,720,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,13,7,correct,762,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,14,7,correct,951,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,15,7,correct,672,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,16,7,incorrect,903,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,1139,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,18,7,correct,767,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,763,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
3,False,green or low pitch,red or high pitch,forced_choice_sound,20,7,correct,718,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:04:03 GMT+0100 (Mitteleuropäische Normalzeit),1678194243698,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,pauseScreen,1,9,correct,3238,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,1026,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,5463,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,714,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,4,7,correct,806,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,5,7,incorrect,10071,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,6,7,incorrect,7060,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,2263,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,999,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,2411,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,3679,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,855,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,12,7,correct,2740,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,pauseScreen,2,7,correct,2434,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,580,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,1327,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,3,9,correct,670,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,4,7,correct,859,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,5,7,correct,719,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,6,7,correct,903,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,7,9,incorrect,1515,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,8,7,incorrect,950,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,952,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,10,7,correct,907,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,11,9,correct,667,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,12,7,incorrect,811,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,13,7,incorrect,1139,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,14,9,correct,1091,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,15,9,correct,901,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,16,7,correct,908,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,860,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,18,7,correct,714,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,19,9,correct,626,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,True,green or low pitch,red or high pitch,forced_choice_sound,20,7,correct,669,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:42:30 GMT+0100 (Mitteleuropäische Normalzeit),1678196550816,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,pauseScreen,1,9,correct,1027,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,670,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,950,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,3,9,incorrect,860,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,4,7,incorrect,154,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,5,9,incorrect,1045,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,6,7,incorrect,859,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,7,7,correct,908,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,8,9,incorrect,860,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,9,9,correct,1142,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,10,7,incorrect,907,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,762,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,12,7,incorrect,860,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,pauseScreen,2,7,correct,1892,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,578,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,2,7,incorrect,907,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,3,7,correct,1007,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,4,9,incorrect,613,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,5,7,incorrect,904,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,6,7,correct,720,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,7,9,correct,809,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,8,7,correct,671,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,9,9,incorrect,1047,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,10,9,correct,1143,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,11,7,correct,577,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,12,9,correct,904,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,13,7,incorrect,812,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,14,7,correct,858,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,15,9,incorrect,626,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,16,7,incorrect,812,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,17,7,correct,621,Press the according button,images/green.png,vision,9,7,green or low pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,18,7,incorrect,768,Press the according button,images/sound.jpg,sound,9,7,red or high pitch,,0.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,19,9,incorrect,1141,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
4,False,green or low pitch,red or high pitch,forced_choice_sound,20,7,incorrect,1278,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 14:52:43 GMT+0100 (Mitteleuropäische Normalzeit),1678197163063,INSERT_A_NUMBER,
5,True,green or low pitch,red or high pitch,pauseScreen,1,9,correct,28205,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:00:16 GMT+0100 (Mitteleuropäische Normalzeit),1678197616220,INSERT_A_NUMBER,
5,True,green or low pitch,red or high pitch,forced_choice_sound,1,9,correct,5555,Press the according button,images/red.png,vision,9,7,red or high pitch,,,Tue Mar 07 2023 15:00:16 GMT+0100 (Mitteleuropäische Normalzeit),1678197616220,INSERT_A_NUMBER,
5,True,green or low pitch,red or high pitch,forced_choice_sound,2,7,correct,8519,Press the according button,images/sound.jpg,sound,9,7,green or low pitch,,1.0,Tue Mar 07 2023 15:00:16 GMT+0100 (Mitteleuropäische Normalzeit),1678197616220,INSERT_A_NUMBER,
